"Study","Sample","Database","Instrument","SRA","Country","latitude","longitude","Plant","Agricultural"
"Supin2022","Supin2022s277","ENA","Illumina NovaSeq 6000","ERR6050615","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s278","ENA","Illumina NovaSeq 6000","ERR6050616","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s279","ENA","Illumina NovaSeq 6000","ERR6050617","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s280","ENA","Illumina NovaSeq 6000","ERR6050618","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s281","ENA","Illumina NovaSeq 6000","ERR6050619","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s282","ENA","Illumina NovaSeq 6000","ERR6050620","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s283","ENA","Illumina NovaSeq 6000","ERR6050621","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s284","ENA","Illumina NovaSeq 6000","ERR6050622","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s285","ENA","Illumina NovaSeq 6000","ERR6050623","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s286","ENA","Illumina NovaSeq 6000","ERR6050624","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s287","ENA","Illumina NovaSeq 6000","ERR6050625","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s288","ENA","Illumina NovaSeq 6000","ERR6050626","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s289","ENA","Illumina NovaSeq 6000","ERR6050627","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s290","ENA","Illumina NovaSeq 6000","ERR6050628","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s291","ENA","Illumina NovaSeq 6000","ERR6050629","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s292","ENA","Illumina NovaSeq 6000","ERR6050630","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s293","ENA","Illumina NovaSeq 6000","ERR6050631","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s294","ENA","Illumina NovaSeq 6000","ERR6050632","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s295","ENA","Illumina NovaSeq 6000","ERR6050633","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s296","ENA","Illumina NovaSeq 6000","ERR6050634","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s297","ENA","Illumina NovaSeq 6000","ERR6050635","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s298","ENA","Illumina NovaSeq 6000","ERR6050636","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s299","ENA","Illumina NovaSeq 6000","ERR6050637","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s300","ENA","Illumina NovaSeq 6000","ERR6050638","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s301","ENA","Illumina NovaSeq 6000","ERR6050639","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s302","ENA","Illumina NovaSeq 6000","ERR6050640","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s303","ENA","Illumina NovaSeq 6000","ERR6050641","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s304","ENA","Illumina NovaSeq 6000","ERR6050642","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s305","ENA","Illumina NovaSeq 6000","ERR6050643","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s306","ENA","Illumina NovaSeq 6000","ERR6050644","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s307","ENA","Illumina NovaSeq 6000","ERR6050645","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s308","ENA","Illumina NovaSeq 6000","ERR6050646","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s309","ENA","Illumina NovaSeq 6000","ERR6050647","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s310","ENA","Illumina NovaSeq 6000","ERR6050648","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s311","ENA","Illumina NovaSeq 6000","ERR6050649","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Supin2022","Supin2022s312","ENA","Illumina NovaSeq 6000","ERR6050650","China",28.635833,112.0158,"Oryza sativa","Agricultural"
"Wisnu2022","Wisnu2022s001","ENA","Illumina HiSeq 2500","ERR4277232","Austria",47.25,15.1667,"Chlorophytum comosum (Thunb.) Jacques","Non-agricultural"
"Wisnu2022","Wisnu2022s002","ENA","Illumina HiSeq 2500","ERR4277233","Austria",47.25,15.1667,"Chlorophytum comosum (Thunb.) Jacques","Non-agricultural"
"Wisnu2022","Wisnu2022s003","ENA","Illumina HiSeq 2500","ERR4277234","Austria",47.25,15.1667,"Chlorophytum comosum (Thunb.) Jacques","Non-agricultural"
"Wisnu2022","Wisnu2022s004","ENA","Illumina HiSeq 2500","ERR4277235","Austria",47.25,15.1667,"Musa acuminata Colla","Non-agricultural"
"Wisnu2022","Wisnu2022s005","ENA","Illumina HiSeq 2500","ERR4277236","Austria",47.25,15.1667,"Musa acuminata Colla","Non-agricultural"
"Wisnu2022","Wisnu2022s006","ENA","Illumina HiSeq 2500","ERR4277237","Austria",47.25,15.1667,"Musa acuminata Colla","Non-agricultural"
"Xiongc2022","Xiongc2022s001","NCBI","Illumina NovaSeq 6000","SRR13100622","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s002","NCBI","Illumina NovaSeq 6000","SRR13100623","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s003","NCBI","Illumina NovaSeq 6000","SRR13100626","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s004","NCBI","Illumina NovaSeq 6000","SRR13100629","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s005","NCBI","Illumina NovaSeq 6000","SRR13100614","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s006","NCBI","Illumina NovaSeq 6000","SRR13100620","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s007","NCBI","Illumina NovaSeq 6000","SRR13100621","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s008","NCBI","Illumina NovaSeq 6000","SRR13100624","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s009","NCBI","Illumina NovaSeq 6000","SRR13100625","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s010","NCBI","Illumina NovaSeq 6000","SRR13100627","China",34.139,113.8097,"Zea mays","Agricultural"
"Xiongc2022","Xiongc2022s011","NCBI","Illumina NovaSeq 6000","SRR13100628","China",34.139,113.8097,"Zea mays","Agricultural"
